name,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Colgate-Palmolive (India) Ltd.,20481.4,24192.7,28491.9,33443.1,39378.4,45397.0,49593.5,51751.8,57835.0,61207.0
Computer Age Mgmt. Services Ltd.,2998.9,3445.5,3612.0,4017.2,6512.1,8165.6,9045.9,11383.9,12596.1,14612.3
Container Corpn. Of India Ltd.,72753.4,80721.5,87151.6,94606.2,99843.7,107930.1,127102.2,126712.6,133660.1,139716.6
Coromandel International Ltd.,74008.9,71169.0,83862.3,91745.1,87303.5,100834.6,108638.0,104428.4,91905.3,114214.8
Creditaccess Grameen Ltd.,5418.8,10637.4,17332.2,28156.8,35658.4,51774.9,77478.6,114038.5,138005.4,186818.4
Crisil Ltd.,6944.4,9164.1,10472.3,10072.6,11208.0,11484.0,22059.9,22709.1,25535.6,15256.6
Crompton Greaves Consumer Electricals Ltd.,0.0,0.0,10.4,16593.7,21342.0,24446.5,26946.2,27702.3,35737.9,53681.9
Cummins India Ltd.,36995.4,53706.3,60592.4,45928.4,51528.7,56344.4,58902.8,60087.2,57474.4,68499.3
Cupid Ltd.,258.5,275.6,349.7,506.9,635.1,785.8,932.7,1655.6,1541.0,1801.9
Cybertech Systems & Software Ltd.,1065.9,1182.9,1211.1,1238.0,1322.4,1342.9,1402.1,1350.9,1419.1,1490.9
Cyient Ltd.,16299.0,19446.0,22312.4,23809.0,26957.0,30382.0,33495.0,35310.0,39791.0,42375.0
D B Realty Ltd.,37142.9,37768.7,39008.7,37079.9,37215.8,36585.4,38404.4,36595.9,38546.7,42769.8
D C M Shriram Ltd.,46663.9,48566.2,44434.3,55463.7,62187.4,63598.8,82206.4,94214.0,92666.8,110781.4
D L F Ltd.,370376.4,376565.5,360201.6,297652.7,291413.8,333021.5,374490.3,423496.2,397793.4,377898.1
D-Link (India) Ltd.,1534.9,1889.4,2632.9,3295.7,2879.0,3392.3,3694.8,4068.7,4709.1,5655.5
Dabur India Ltd.,33206.7,37350.9,43877.4,52497.6,61723.2,58577.2,56961.7,62456.5,76491.2,86877.3
Dalmia Bharat Ltd.,0.0,0.5,0.5,0.4,78260.0,77460.0,77020.0,77280.0,78010.0,81630.0
Datamatics Global Services Ltd.,4137.4,5045.3,5119.8,5448.4,5335.1,5765.1,5962.9,6637.4,6880.3,8435.8
De Nora India Ltd.,513.2,496.4,504.6,624.3,657.3,653.4,738.8,770.0,813.5,1057.6
Deccan Cements Ltd.,5765.1,5888.0,5508.7,4938.8,5361.4,5596.0,6212.5,7106.7,8617.0,9852.1
Deepak Fertilisers & Petrochemicals Corpn. Ltd.,29813.4,31859.4,34884.1,44741.5,33609.2,36764.2,30539.6,29873.4,32883.8,38153.6
Deepak Nitrite Ltd.,8950.9,10670.4,11325.0,12706.5,15942.8,18380.4,18558.7,20842.2,22023.0,26684.6
Delta Corp Ltd.,7614.5,10518.8,10812.1,10298.0,10956.1,19384.0,21163.8,20707.5,20980.2,22210.7
Den Networks Ltd.,18315.8,30833.3,30360.6,29836.1,23738.4,23845.4,41871.9,39390.9,38701.2,38938.2
Dev Information Technology Ltd.,247.1,375.1,267.8,308.1,429.5,534.4,530.4,586.5,628.0,675.7
Dhampur Sugar Mills Ltd.,27691.1,27303.5,31485.7,33374.6,35858.9,33955.5,40817.8,40656.7,39021.1,24442.5
Dhanlaxmi Bank Ltd.,138311.6,146904.9,143548.2,124659.1,123360.3,122893.6,118017.9,122666.1,130980.1,138001.5
Dhanuka Agritech Ltd.,4204.6,5173.1,5939.7,6569.7,7154.6,8246.8,8424.9,9424.5,11450.9,13282.7
Dhunseri Investments Ltd.,1863.1,1934.7,2341.8,2575.2,2691.1,2763.5,2953.1,3047.0,3327.9,3631.4
Dhunseri Ventures Ltd.,28048.7,29643.8,23017.9,25209.5,8194.3,11673.9,10239.7,9741.0,11864.7,14224.1
Divi'S Laboratories Ltd.,35825.5,43168.2,51862.7,50398.5,75266.3,83851.2,88120.3,94283.3,113549.6,145890.4
Dixon Technologies (India) Ltd.,2567.0,2660.6,2828.9,3265.6,5143.0,6851.7,11148.5,14252.5,24233.2,27296.0
Dollar Industries Ltd.,3384.0,3470.6,4216.4,5170.8,5474.5,7009.3,8489.7,8484.3,8783.8,11653.5
Donear Industries Ltd.,4120.1,4344.6,4456.0,4006.7,4153.1,4854.0,5131.2,4969.6,4790.4,6339.3
Dr. Lal Pathlabs Ltd.,0.0,0.0,4540.0,5954.8,6841.6,9064.5,10830.7,13345.4,15938.2,22278.1
Dr. Reddy'S Laboratories Ltd.,137652.0,167676.0,191779.0,175852.0,167962.0,173984.0,165177.0,197917.0,220116.0,249684.0
Ducon Infratechnologies Ltd.,327.1,373.7,377.8,346.7,2416.1,2569.3,2717.9,2760.4,2749.8,2813.6
Dynacons Systems & Solutions Ltd.,299.6,345.1,337.1,497.2,531.3,695.6,982.5,1223.8,1809.5,2993.2
Dynamatic Technologies Ltd.,6772.8,6437.2,7645.0,7784.9,12475.6,13380.6,12878.5,10785.9,10276.5,10191.8
E I D-Parry (India) Ltd.,40155.4,43218.8,44205.8,40187.8,37544.3,43711.5,42093.8,43884.0,43899.5,41778.5
E I H Ltd.,34593.3,34301.4,33857.4,33858.5,35313.5,38467.6,40301.0,40636.4,39136.1,39088.0
E P L Ltd.,12667.8,12782.0,10093.9,9307.6,9710.1,10049.6,10231.2,10941.0,15610.0,17685.0
Easy Trip Planners Ltd.,150.6,0.0,0.0,530.1,1390.8,1817.7,2469.5,2895.8,3896.2,4822.7
Eclerx Services Ltd.,5590.5,7274.0,8720.9,10888.5,12668.2,12982.1,15096.9,15366.8,15332.9,15513.5
Edelweiss Financial Services Ltd.,21759.5,23365.0,66246.4,27403.0,28532.0,37707.6,38099.4,36831.2,59928.0,80480.3
Eicher Motors Ltd.,10297.8,14900.1,22360.7,45284.0,55531.7,78163.9,95000.8,106001.6,126731.2,142991.3
Eimco Elecon (India) Ltd.,1953.5,2250.3,2438.6,3542.5,3467.0,3516.0,3698.1,3703.1,3921.4,3916.5
Electrosteel Castings Ltd.,50104.3,54291.8,54907.4,58604.7,58276.5,56549.9,50605.8,50301.6,68044.1,82796.9
Elgi Equipments Ltd.,6509.3,7956.1,8299.9,7556.7,7820.1,9325.5,9805.9,10177.9,11845.8,12749.3
Emami Ltd.,12995.3,14727.9,15680.3,25316.6,24723.3,26134.2,26054.6,25002.9,23825.0,29231.8
Emami Paper Mills Ltd.,7984.5,9976.8,14097.5,17085.5,19233.6,20875.9,22339.5,20518.4,18323.5,17897.9
Emkay Global Financial Services Ltd.,2339.4,2514.3,2112.2,2053.8,2560.2,3024.2,2813.2,3489.4,5319.1,7052.5
Emkay Taps & Cutting Tools Ltd.,0.0,581.4,669.0,807.3,972.6,1178.7,1280.9,1366.3,1590.4,2034.5
Emmbi Industries Ltd.,1272.3,1410.2,1565.3,1651.1,2000.9,2484.1,2726.3,2985.5,3285.3,3546.6
Endurance Technologies Ltd.,19100.4,20054.5,19863.2,20723.5,23251.6,27416.4,29760.6,29957.0,34509.0,37541.0
Equitas Small Finance Bank Ltd.,3655.6,9147.1,20245.1,24140.9,92582.3,133133.9,157647.5,193172.6,247130.5,269546.4
Eris Lifesciences Ltd.,1650.5,2493.4,3330.4,3980.1,6644.3,13965.5,15294.5,15621.7,18643.9,22727.0
Esab India Ltd.,3383.3,3592.9,3800.0,3970.6,4427.1,4976.5,3902.8,4683.6,3976.4,4470.1
Escorts Kubota Ltd.,35904.2,35904.2,34656.7,34589.9,36853.4,44414.4,51001.9,54188.9,73133.6,94904.0
Ester Industries Ltd.,6766.7,7162.1,7321.5,7073.8,7143.8,7385.2,6970.3,7008.3,8704.0,11069.0
Excel Industries Ltd.,3375.0,3545.6,3898.4,4229.7,5726.7,6256.5,7877.7,8314.9,9630.3,12437.9
Exide Industries Ltd.,45642.0,49750.2,54284.9,61770.7,68262.6,74663.0,82395.0,83235.2,97096.1,134960.7
Expleo Solutions Ltd.,1201.1,1312.6,1439.2,1570.4,1462.0,1541.9,1589.8,1838.5,2285.5,5451.5
F D C Ltd.,9689.7,10684.4,11435.9,12660.8,18770.8,19596.6,21726.7,24315.5,26668.9,30580.2
Federal Bank Ltd.,713020.7,749704.7,831398.7,948379.2,1152089.1,1385331.5,1596531.8,1809321.8,2016967.3,2213065.4
Federal-Mogul Goetze (India) Ltd.,8995.4,9552.4,10744.8,10909.9,10378.2,10476.5,11137.1,10563.9,11995.2,12235.2
Fiem Industries Ltd.,4336.4,4558.6,5029.5,6630.5,8796.3,9439.1,9691.1,9511.7,9449.5,10763.2
Filatex India Ltd.,7622.6,8032.7,7438.2,9154.7,10860.3,15257.5,15085.8,17194.8,18789.6,20312.8
Fine Organic Inds. Ltd.,0.0,3413.2,3777.8,4048.5,4574.7,5450.8,7131.0,8645.7,9585.7,12305.5
Fineotex Chemical Ltd.,693.3,765.5,852.8,974.9,1163.0,1402.9,1599.1,1722.3,2134.5,2710.6
Finolex Cables Ltd.,14109.9,15723.7,16421.6,19213.8,21961.4,24944.6,27879.2,30364.5,32793.8,36581.4
Finolex Industries Ltd.,20038.5,19406.8,18651.2,23759.0,29914.8,35141.3,33047.9,28386.8,42310.5,52865.5
Firstsource Solutions Ltd.,16206.5,17691.6,19629.6,20564.9,23027.9,22490.9,23797.6,23714.2,26313.6,27539.3
Fortis Healthcare Ltd.,44924.0,51582.6,51554.2,51246.7,52142.0,51205.8,102852.6,110808.9,110847.1,109134.5
Foseco India Ltd.,1424.4,1481.6,1532.3,1641.2,1866.6,2248.5,2428.3,2521.5,2670.9,2980.7
G A I L (India) Ltd.,512407.3,570129.8,569369.3,576601.0,594937.2,621834.8,692144.5,727192.9,780973.5,922444.7
G M M Pfaudler Ltd.,1678.3,1928.9,1953.6,2228.8,2885.8,3385.3,3842.7,4938.7,7645.3,10053.8
Gabriel India Ltd.,5720.3,6594.4,7099.7,7413.5,8282.6,9992.0,9977.8,11502.9,13193.5,15073.0
Galaxy Surfactants Ltd.,8238.0,8552.2,8803.3,9619.9,11068.7,12441.9,13135.3,13935.4,15615.1,18828.3
Gallantt Ispat Ltd.,4132.1,4355.1,4246.0,4448.3,4973.2,5892.1,5951.2,6938.8,24410.3,26890.2
Gandhi Special Tubes Ltd.,1649.7,1731.0,1747.8,1811.7,2079.0,1984.3,2218.4,1626.0,1931.2,1671.2
Ganesha Ecosphere Ltd.,3227.4,4124.1,4436.2,4146.8,4515.2,5807.7,6233.3,6711.0,7537.7,8633.7
Garden Reach Shipbuilders & Engineers Ltd.,61207.7,66304.8,75525.0,45459.2,46786.4,43752.6,42395.3,55995.9,69643.7,78740.9
Garware Technical Fibres Ltd.,5636.9,5999.4,7004.3,8236.2,8449.5,9889.0,10811.8,12069.6,13248.2,14351.3
Gati Ltd.,11152.3,9473.5,10049.8,10515.6,10949.3,10403.1,10433.9,10731.9,7907.2,7400.7
Geekay Wires Ltd.,281.5,340.4,446.9,474.2,693.8,1185.6,1265.1,1084.5,1411.8,2004.6
Genus Power Infrastructures Ltd.,9323.5,8829.1,10573.4,10799.1,11049.6,13480.7,14272.9,14649.8,14182.5,15245.4
Gillette India Ltd.,10502.8,10671.3,12186.9,14321.0,10061.2,12165.1,12198.5,13614.1,14057.6,16156.8
Gland Pharma Ltd.,9200.5,12872.7,17585.2,20862.9,24747.0,29312.5,35252.8,40974.5,65035.1,78470.0
Glaxosmithkline Pharmaceuticals Ltd.,58507.1,61451.2,64899.2,65457.1,66710.2,77366.0,78807.9,31719.5,31379.6,46669.6
Glenmark Pharmaceuticals Ltd.,39153.6,46142.0,86191.5,116373.0,163646.2,158845.0,177471.1,194964.1,244140.3,270667.4
Globe International Carriers Ltd.,409.5,363.5,318.1,349.9,464.0,453.3,485.5,477.9,481.4,635.8
Globus Spirits Ltd.,6774.3,6427.5,6987.9,8025.8,8762.1,8681.5,8513.5,8954.4,10647.0,12954.9
Godfrey Phillips India Ltd.,18228.4,19437.1,20712.1,20731.6,21165.4,23516.8,26808.5,31345.3,35622.1,38864.8
Godrej Agrovet Ltd.,12892.9,15174.1,16642.5,24041.8,24104.0,25924.9,29178.1,32800.8,32835.2,38721.9
Godrej Consumer Products Ltd.,46943.2,52490.0,58616.7,62279.5,75204.3,81981.5,88417.0,92820.0,103506.4,118470.5
Godrej Industries Ltd.,31941.6,37032.9,43911.6,48279.8,50327.6,51196.8,55165.5,52492.3,69574.2,88736.0
Gokaldas Exports Ltd.,6291.6,6233.8,6596.1,7360.0,8057.4,8056.0,8407.1,9559.8,10299.1,12329.7
Goldiam International Ltd.,2511.3,2449.7,2625.1,2491.1,2549.3,2683.2,2628.3,2585.4,3222.0,2948.9
Granules India Ltd.,6177.1,8576.3,11089.1,15715.7,18618.8,26546.5,28530.6,31900.4,37436.3,44300.2
Graphite India Ltd.,27121.7,32179.7,30998.3,30364.3,24578.0,35322.7,59778.7,46615.0,48097.4,84714.7
Grasim Industries Ltd.,130774.7,138923.5,144444.7,183712.9,203480.2,542102.9,521943.3,500241.4,550286.3,629235.8
Gravita India Ltd.,1638.5,1797.7,1987.8,2002.8,3032.2,4183.9,4930.5,4951.3,5961.5,7707.4
Great Eastern Shipping Co. Ltd.,99430.8,94851.7,94453.8,88759.3,107672.7,105777.6,103809.2,100482.7,108827.9,110005.3
Greaves Cotton Ltd.,14295.6,15201.1,11668.8,12129.1,12907.2,13820.4,14734.2,13628.3,14240.1,14857.2
Greenpanel Industries Ltd.,0.0,0.0,0.0,0.0,0.0,0.5,14882.1,16475.1,16229.1,16515.8
Greenply Industries Ltd.,15354.7,17348.9,11569.8,12420.7,15703.1,22574.6,9744.9,8036.1,7448.0,8562.1
Grindwell Norton Ltd.,7668.8,8223.2,9228.9,10770.5,12083.3,13423.3,14446.5,15879.2,18629.7,29610.3
Gufic Biosciences Ltd.,902.7,1118.3,1281.6,1533.5,1836.8,2475.5,2873.9,4995.6,4284.1,5330.6
Gujarat Alkalies & Chemicals Ltd.,29368.3,28615.5,30208.2,40317.0,46301.8,51583.9,56592.6,59926.5,72590.8,80841.2
Gujarat Ambuja Exports Ltd.,12038.0,13113.7,12850.4,14356.8,17318.8,19218.9,17513.0,17627.8,21840.2,27738.8
Gujarat Fluorochemicals Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.1,63719.7,58892.9,68328.6
Gujarat Gas Ltd.,18501.7,67002.3,69393.9,60948.3,68947.2,71574.3,76621.2,84567.4,91061.8,97034.3
