,name,Year,Total income,Total expenses,Total assets,"Current assets (incl. short term investments, loans & advances)",Current liabilities & provisions,Long term borrowings excl current portion,Sales,Year.1,Total income.1,Total expenses.1,Total assets.1,"Current assets (incl. short term investments, loans & advances).1",Current liabilities & provisions.1,Long term borrowings excl current portion.1,Sales.1,Year.2,Total income.2,Total expenses.2,Total assets.2,"Current assets (incl. short term investments, loans & advances).2",Current liabilities & provisions.2,Long term borrowings excl current portion.2,Sales.2,Year.3,Total income.3,Total expenses.3,Total assets.3,"Current assets (incl. short term investments, loans & advances).3",Current liabilities & provisions.3,Long term borrowings excl current portion.3,Sales.3,Year.4,Total income.4,Total expenses.4,Total assets.4,"Current assets (incl. short term investments, loans & advances).4",Current liabilities & provisions.4,Long term borrowings excl current portion.4,Sales.4,Year.5,Total income.5,Total expenses.5,Total assets.5,"Current assets (incl. short term investments, loans & advances).5",Current liabilities & provisions.5,Long term borrowings excl current portion.5,Sales.5,Year.6,Total income.6,Total expenses.6,Total assets.6,"Current assets (incl. short term investments, loans & advances).6",Current liabilities & provisions.6,Long term borrowings excl current portion.6,Sales.6,Year.7,Total income.7,Total expenses.7,Total assets.7,"Current assets (incl. short term investments, loans & advances).7",Current liabilities & provisions.7,Long term borrowings excl current portion.7,Sales.7,Year.8,Total income.8,Total expenses.8,Total assets.8,"Current assets (incl. short term investments, loans & advances).8",Current liabilities & provisions.8,Long term borrowings excl current portion.8,Sales.8,Year.9,Total income.9,Total expenses.9,Total assets.9,"Current assets (incl. short term investments, loans & advances).9",Current liabilities & provisions.9,Long term borrowings excl current portion.9,Sales.9,Year.10,Total income.10,Total expenses.10,Total assets.10,"Current assets (incl. short term investments, loans & advances).10",Current liabilities & provisions.10,Long term borrowings excl current portion.10,Sales.10
692,Tube Investments Of India Ltd.,2013-03-31 00:00:00,0.0,0.0,0.7,0.7,0.0,0.0,0.0,2014-03-31 00:00:00,0.0,0.0,0.6,0.6,0.0,0.0,0.0,2015-03-31 00:00:00,0.0,0.0,0.6,0.6,0.0,0.0,0.0,2016-03-31 00:00:00,0.0,0.0,0.5,0.5,0.0,0.0,0.0,2017-03-31 00:00:00,44638.9,44128.8,28840.6,13065.7,13251.7,3500.0,44167.8,2018-03-31 00:00:00,47170.0,45804.9,29753.7,13004.5,15003.8,2000.0,46556.2,2019-03-31 00:00:00,53689.8,51515.6,30074.1,12851.6,14077.2,1019.5,52870.0,2020-03-31,43717.5,39160.0,28037.9,10421.8,10223.8,355.4,42767.7,2021-03-31,43111.0,40695.0,39685.2,15133.4,15655.2,840.5,42562.6,2022-03-31,65503.9,61639.4,43938.4,17820.3,16417.3,282.1,64654.8,2023-03-31 00:00:00,75706.3,69150.9,49185.2,17710.6,15857.0,246.9,73507.4
693,Tv18 Broadcast Ltd.,2013-03-31 00:00:00,5704.7,5602.5,38870.5,4987.6,3364.5,723.5,5330.8,2014-03-31 00:00:00,5316.8,4724.7,38622.1,3483.5,3073.5,168.3,5138.0,2015-03-31 00:00:00,6232.2,6085.9,39600.3,4700.9,3921.1,7.5,6056.1,2016-03-31 00:00:00,6569.4,5319.4,42263.4,6271.6,6137.7,3.0,6261.9,2017-03-31 00:00:00,7041.2,6026.6,41954.9,4744.8,4792.1,0.0,6668.1,2018-03-31 00:00:00,11011.3,11598.4,35128.8,7291.9,7580.6,0.0,10741.2,2019-03-31 00:00:00,13749.9,12899.4,39958.4,10718.0,9300.2,2187.5,12662.5,2020-03-31,14174.8,13957.2,43868.2,13115.7,13019.2,609.3,13510.4,2021-03-31,13490.3,12584.5,42718.2,14429.2,11702.8,447.6,12971.0,2022-03-31,15334.5,13608.7,42197.1,15071.8,9593.9,305.0,14829.3,2023-03-31 00:00:00,15642.7,15064.4,43406.8,14223.8,9116.2,1347.4,14677.4
694,U P L Ltd.,2013-03-31 00:00:00,43695.7,42002.6,71098.8,37016.4,20162.7,14000.0,40939.5,2014-03-31 00:00:00,56459.4,53845.3,71773.4,34484.3,23484.4,10600.0,51556.4,2015-03-31 00:00:00,60638.1,58171.0,77342.3,35839.1,29487.1,9100.0,55925.5,2016-03-31 00:00:00,68010.0,64430.0,119680.0,41120.0,30760.0,7550.0,62200.0,2017-03-31 00:00:00,76990.0,74890.0,114870.0,40730.0,26000.0,7560.0,72290.0,2018-03-31 00:00:00,79300.0,73580.0,122770.0,46400.0,32750.0,6820.0,73260.0,2019-03-31 00:00:00,92780.0,90330.0,141880.0,62620.0,55120.0,4580.0,86480.0,2020-03-31,106420.0,99330.0,141060.0,57820.0,52180.0,5400.0,101320.0,2021-03-31,121250.0,121610.0,155280.0,73800.0,69160.0,4700.0,119780.0,2022-03-31,178950.0,173970.0,198460.0,116050.0,101720.0,670.0,172430.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,U T I Asset Mgmt. Co. Ltd.,2013-03-31 00:00:00,4930.4,3441.4,12697.0,4594.5,1017.6,0.0,2.5,2014-03-31 00:00:00,5059.3,3359.4,13909.8,6577.9,1073.4,0.0,2.0,2015-03-31 00:00:00,6526.6,4520.7,16032.8,6652.2,1560.2,0.0,1.4,2016-03-31 00:00:00,7533.9,5213.4,17439.8,3476.9,1032.9,0.0,0.9,2017-03-31 00:00:00,8660.3,5752.2,20040.4,6605.4,1284.5,0.0,0.9,2018-03-31 00:00:00,10187.7,6772.8,24601.2,0.0,2477.0,0.0,212.5,2019-03-31 00:00:00,10089.4,6605.8,26584.2,0.0,2126.0,0.0,270.1,2020-03-31,8617.9,5526.3,29667.8,0.0,2060.9,0.0,347.0,2021-03-31,9423.3,5906.6,33823.1,0.0,2863.5,0.0,106.7,2022-03-31,10602.7,6424.9,36298.5,0.0,3088.7,0.0,120.2,2023-03-31 00:00:00,11009.6,6765.3,37937.8,0.0,2562.9,0.0,130.2
696,Uco Bank,2013-03-31 00:00:00,178636.2,172454.2,1989400.8,0.0,60455.1,0.0,0.0,2014-03-31 00:00:00,197216.4,182111.0,2396142.6,0.0,67874.6,0.0,0.0,2015-03-31 00:00:00,214792.9,203414.9,2462748.2,0.0,78387.5,0.0,0.0,2016-03-31 00:00:00,206821.1,234813.7,2449306.4,0.0,72176.2,0.0,0.0,2017-03-31 00:00:00,186608.1,205114.8,2314905.8,0.0,70108.3,0.0,0.0,2018-03-31 00:00:00,157834.7,202198.4,2162555.3,0.0,60475.0,0.0,0.0,2019-03-31 00:00:00,159878.9,203089.7,2304840.8,0.0,61725.1,0.0,0.0,2020-03-31,181384.9,205753.2,2359081.4,0.0,78000.3,0.0,0.0,2021-03-31,182267.7,180597.4,2533361.1,0.0,94276.7,0.0,0.0,2022-03-31,185432.0,176134.4,2677840.3,0.0,66094.8,0.0,0.0,2023-03-31 00:00:00,208526.8,189903.4,3008629.9,0.0,52596.6,0.0,0.0
697,Uflex Ltd.,2013-03-31 00:00:00,35207.3,34028.4,34401.8,12682.7,12262.2,5514.8,34463.9,2014-03-31 00:00:00,35658.5,34255.0,33855.5,13318.3,11720.2,4572.6,34517.0,2015-03-31 00:00:00,37227.6,35925.8,33102.9,13716.0,11409.4,3475.4,36121.4,2016-03-31 00:00:00,38643.4,36643.0,35935.0,13882.9,10420.1,5553.8,38009.3,2017-03-31 00:00:00,39167.8,37463.0,41233.5,16116.0,12622.6,7185.3,38443.0,2018-03-31 00:00:00,38984.5,38133.8,45514.2,18183.6,14694.5,7963.5,38347.0,2019-03-31 00:00:00,42446.2,41923.9,45288.3,18496.5,14864.9,7203.4,41735.3,2020-03-31,41529.8,40913.1,45610.6,18767.0,14585.2,6530.1,40628.6,2021-03-31,46652.2,43763.3,50290.3,23469.2,16881.2,6756.7,46144.6,2022-03-31,57310.2,55909.1,60108.8,28516.0,20926.7,10780.7,56579.4,2023-03-31 00:00:00,68292.1,66083.0,71011.1,34584.5,26073.9,14230.3,67535.1
698,Ujjivan Financial Services Ltd.,2013-03-31 00:00:00,2406.0,2067.5,13873.4,11776.3,6806.5,3834.7,0.0,2014-03-31 00:00:00,3588.8,3038.4,21263.4,18549.4,11858.6,5651.4,0.0,2015-03-31 00:00:00,6130.9,5373.0,40689.8,34302.9,20434.9,12830.9,0.0,2016-03-31 00:00:00,10276.1,8503.9,59080.4,45394.8,29235.5,17731.4,0.0,2017-03-31 00:00:00,11875.3,9798.9,20471.9,4070.8,2914.3,0.0,0.0,2018-03-31 00:00:00,82.9,72.9,20464.4,0.0,2807.3,0.0,0.0,2019-03-31 00:00:00,310.4,94.6,20770.7,0.0,2893.1,0.0,0.0,2020-03-31,212.4,124.2,20965.3,0.0,2906.3,0.0,0.0,2021-03-31,85.4,56.1,19463.8,0.0,1432.8,0.0,0.0,2022-03-31,67.5,45.8,18069.3,0.0,10.8,0.0,0.0,2023-03-31 00:00:00,1272.5,190.9,18543.5,0.0,11.8,0.0,0.0
699,Ultratech Cement Ltd.,2013-03-31 00:00:00,232423.7,207217.8,275779.9,78176.5,62398.3,38939.2,228574.5,2014-03-31 00:00:00,234989.8,212486.7,299347.4,89854.0,57285.1,44935.8,230390.9,2015-03-31 00:00:00,264343.0,245276.8,355701.6,78062.7,87888.1,46137.5,260216.4,2016-03-31 00:00:00,275000.1,251476.6,395342.7,97558.8,113185.8,26678.9,267454.3,2017-03-31 00:00:00,278545.3,251536.8,404854.6,125107.3,80940.8,42001.2,269644.6,2018-03-31 00:00:00,308920.6,287201.6,558814.4,106271.1,102673.5,138783.6,298962.7,2019-03-31 00:00:00,405216.7,380462.8,712071.9,126803.6,135970.8,160385.0,394052.3,2020-03-31,413995.1,363067.1,732983.7,147881.0,133371.5,149614.1,401933.3,2021-03-31,440052.8,382367.7,808588.6,230757.2,186710.1,115903.6,428176.9,2022-03-31,512895.2,445813.5,811130.7,190741.8,182548.8,60951.0,499688.5,2023-03-31 00:00:00,620172.2,575907.1,874180.7,219505.3,223340.1,53671.5,607652.8
700,Union Bank Of India,2013-03-31 00:00:00,277154.3,255575.0,3126699.9,0.0,72470.4,0.0,0.0,2014-03-31 00:00:00,321709.3,304747.3,3546344.6,0.0,76339.5,0.0,0.0,2015-03-31 00:00:00,356449.6,338633.2,3827299.0,0.0,91729.1,0.0,0.0,2016-03-31 00:00:00,367651.4,354135.4,4063139.6,0.0,81273.3,0.0,0.0,2017-03-31 00:00:00,379990.1,374438.0,4536804.6,0.0,116033.7,0.0,0.0,2018-03-31 00:00:00,404054.9,456528.6,4900775.9,0.0,81009.1,0.0,0.0,2019-03-31 00:00:00,402841.6,432316.1,4965523.2,0.0,87727.4,0.0,0.0,2020-03-31,436459.0,465436.8,5529720.4,0.0,137429.2,0.0,0.0,2021-03-31,810183.7,781124.0,10749729.0,0.0,315866.6,0.0,0.0,2022-03-31,806091.7,753770.7,11907907.7,0.0,334431.9,0.0,0.0,2023-03-31 00:00:00,964676.9,880344.1,12843439.8,0.0,415644.5,0.0,0.0
701,Uniphos Enterprises Ltd.,2013-03-31 00:00:00,33.5,135.3,2824.4,27.7,915.0,0.0,11.1,2014-03-31 00:00:00,163.3,179.6,2807.4,10.0,176.1,0.0,90.8,2015-03-31 00:00:00,125.1,39.9,2820.5,22.7,104.0,0.0,19.1,2016-03-31 00:00:00,137.1,19.1,2836.5,29.0,2.0,0.0,0.0,2017-03-31 00:00:00,129.6,17.0,20668.3,140.7,1.6,0.0,0.0,2018-03-31 00:00:00,200.3,23.4,20900.5,309.4,1.6,0.0,0.0,2019-03-31 00:00:00,240.3,32.7,26978.2,384.7,1.8,0.0,0.0,2020-03-31,236.5,35.8,15185.3,591.0,7.2,0.0,2.3,2021-03-31,284.5,40.0,27716.1,606.1,2.6,0.0,9.0,2022-03-31,630.0,84.0,33015.5,596.7,6.0,0.0,12.2,2023-03-31 00:00:00,448.7,56.4,30954.8,531.7,10.6,0.0,14.7
702,United Breweries Ltd.,2013-03-31 00:00:00,65775.4,64560.0,37671.2,18723.8,14189.7,7432.0,65319.0,2014-03-31 00:00:00,72769.7,70912.7,39329.4,20173.9,15931.1,5275.4,72618.4,2015-03-31 00:00:00,82958.3,80801.8,39272.1,17715.2,14620.9,5115.6,82495.8,2016-03-31 00:00:00,97527.9,95039.0,44398.9,22204.1,19295.4,2579.5,96400.0,2017-03-31 00:00:00,103013.9,101093.4,45654.0,24172.0,19583.0,1840.3,102281.6,2018-03-31 00:00:00,124612.2,120899.2,48547.1,27154.2,18766.2,2050.0,124383.1,2019-03-31 00:00:00,141746.1,137571.9,55001.0,30684.1,21673.0,754.3,141368.2,2020-03-31,146604.6,142659.8,58608.0,30642.2,20982.0,89.0,146464.6,2021-03-31,102919.1,102207.2,60239.3,33977.4,22182.1,1152.4,101834.0,2022-03-31,131470.7,126641.0,62049.9,34604.8,20632.3,60.6,131174.1,2023-03-31 00:00:00,166921.5,165082.9,65322.0,37780.3,23755.2,107.4,166428.8
703,United Polyfab Gujarat Ltd.,2013-03-31 00:00:00,14.0,14.0,144.4,75.9,20.2,64.1,13.6,2014-03-31 00:00:00,96.6,103.1,293.5,86.0,61.1,169.1,93.1,2015-03-31 00:00:00,318.4,312.8,274.6,60.9,30.4,175.7,312.2,2016-03-31 00:00:00,349.6,348.1,349.7,90.2,76.0,196.1,346.2,2017-03-31 00:00:00,400.2,394.3,1141.6,181.3,131.7,743.4,396.1,2018-03-31 00:00:00,1047.1,1070.2,1825.7,386.6,177.6,1333.6,1043.0,2019-03-31 00:00:00,1636.1,1631.9,2043.1,676.0,414.4,1192.2,1632.3,2020-03-31,2648.3,2580.7,1906.9,686.4,393.8,1042.4,2641.8,2021-03-31,2105.4,2081.4,1701.7,618.3,348.3,871.5,2101.4,2022-03-31,6614.3,6536.8,2103.8,1120.3,809.1,709.8,6610.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,United Spirits Ltd.,2013-03-31 00:00:00,190247.8,186134.3,132271.0,41482.5,56633.2,9963.5,188999.6,2014-03-31 00:00:00,210140.4,262994.0,111636.1,52880.9,57936.6,13589.5,208251.4,2015-03-31 00:00:00,207995.0,227522.6,93748.9,49567.3,57528.9,15095.1,206002.2,2016-03-31 00:00:00,244188.0,245814.0,83328.0,51804.0,57768.0,7057.0,234442.0,2017-03-31 00:00:00,255958.0,254516.0,158411.0,59613.0,62366.0,8569.0,253988.0,2018-03-31 00:00:00,264060.0,259023.0,156408.0,57243.0,56531.0,7527.0,260691.0,2019-03-31 00:00:00,286749.0,279867.0,159147.0,52428.0,50503.0,7643.0,285050.0,2020-03-31,287894.0,280244.0,162272.0,50931.0,49287.0,1203.0,285892.0,2021-03-31,272447.0,268975.0,100107.0,50186.0,41338.0,925.0,271764.0,2022-03-31,308564.0,300989.0,104107.0,53914.0,38822.0,1350.0,307731.0,2023-03-31 00:00:00,281525.0,270608.0,112530.0,64197.0,37328.0,803.0,275775.0
705,Universal Cables Ltd.,2013-03-31 00:00:00,6925.5,6991.2,5945.2,3528.9,3784.1,38.6,6878.5,2014-03-31 00:00:00,6872.3,7205.3,6193.2,3635.1,3250.2,1138.3,6796.1,2015-03-31 00:00:00,7649.0,7914.3,6381.9,4029.5,3468.5,1550.0,7588.8,2016-03-31 00:00:00,8432.6,8267.6,6828.5,4677.7,3318.0,1380.0,8324.2,2017-03-31 00:00:00,9154.8,8912.5,7777.5,4846.6,3314.4,1230.0,9010.6,2018-03-31 00:00:00,12191.9,11947.2,10472.9,7426.1,5627.4,1182.3,12104.1,2019-03-31 00:00:00,14285.5,14227.8,12858.0,9454.0,6787.0,1480.9,14198.3,2020-03-31,15838.8,15219.1,14704.8,11410.1,8853.8,1153.8,15741.2,2021-03-31,12943.8,12810.8,14999.1,11368.0,8994.4,867.1,12860.0,2022-03-31,18330.3,18151.7,17972.4,13633.4,9685.2,2354.7,18190.4,2023-03-31 00:00:00,22199.0,21513.3,17797.3,12730.6,7901.3,2397.8,22076.8
706,Uno Minda Ltd.,2013-03-31 00:00:00,11741.6,11401.2,7322.4,3212.1,3044.0,489.9,11541.1,2014-03-31 00:00:00,12405.2,12205.1,7819.4,3351.0,3353.1,419.3,12079.8,2015-03-31 00:00:00,15296.1,14803.1,8344.7,3909.4,3499.4,327.8,14890.7,2016-03-31 00:00:00,16344.5,15584.2,9622.9,4341.9,4266.3,168.7,16105.2,2017-03-31 00:00:00,18297.6,17340.2,13539.4,6875.6,4414.9,351.6,18052.9,2018-03-31 00:00:00,19476.8,18209.1,15111.7,5017.3,4595.5,230.2,19038.0,2019-03-31 00:00:00,35434.7,33697.7,25416.2,9109.5,8608.1,3369.8,34929.9,2020-03-31,35895.7,35210.3,35830.8,11138.6,15647.2,5149.1,35264.1,2021-03-31,37552.6,36747.9,38745.7,12755.2,17620.5,3094.0,37025.3,2022-03-31,50414.7,48658.5,42982.8,15745.2,13823.7,1169.0,49208.6,2023-03-31 00:00:00,67825.3,64385.7,52753.1,19188.2,17123.0,3159.1,65926.0
