,name,Year,Total income,Total expenses,Total assets,"Current assets (incl. short term investments, loans & advances)",Current liabilities & provisions,Long term borrowings excl current portion,Sales,Year.1,Total income.1,Total expenses.1,Total assets.1,"Current assets (incl. short term investments, loans & advances).1",Current liabilities & provisions.1,Long term borrowings excl current portion.1,Sales.1,Year.2,Total income.2,Total expenses.2,Total assets.2,"Current assets (incl. short term investments, loans & advances).2",Current liabilities & provisions.2,Long term borrowings excl current portion.2,Sales.2,Year.3,Total income.3,Total expenses.3,Total assets.3,"Current assets (incl. short term investments, loans & advances).3",Current liabilities & provisions.3,Long term borrowings excl current portion.3,Sales.3,Year.4,Total income.4,Total expenses.4,Total assets.4,"Current assets (incl. short term investments, loans & advances).4",Current liabilities & provisions.4,Long term borrowings excl current portion.4,Sales.4,Year.5,Total income.5,Total expenses.5,Total assets.5,"Current assets (incl. short term investments, loans & advances).5",Current liabilities & provisions.5,Long term borrowings excl current portion.5,Sales.5,Year.6,Total income.6,Total expenses.6,Total assets.6,"Current assets (incl. short term investments, loans & advances).6",Current liabilities & provisions.6,Long term borrowings excl current portion.6,Sales.6,Year.7,Total income.7,Total expenses.7,Total assets.7,"Current assets (incl. short term investments, loans & advances).7",Current liabilities & provisions.7,Long term borrowings excl current portion.7,Sales.7,Year.8,Total income.8,Total expenses.8,Total assets.8,"Current assets (incl. short term investments, loans & advances).8",Current liabilities & provisions.8,Long term borrowings excl current portion.8,Sales.8,Year.9,Total income.9,Total expenses.9,Total assets.9,"Current assets (incl. short term investments, loans & advances).9",Current liabilities & provisions.9,Long term borrowings excl current portion.9,Sales.9,Year.10,Total income.10,Total expenses.10,Total assets.10,"Current assets (incl. short term investments, loans & advances).10",Current liabilities & provisions.10,Long term borrowings excl current portion.10,Sales.10
146,Emami Paper Mills Ltd.,2013-03-31 00:00:00,5281.3,5094.9,7984.5,2417.0,2372.3,2613.4,5153.7,2014-03-31 00:00:00,5716.0,5545.6,9976.8,3127.8,2230.1,3711.5,5526.2,2015-03-31 00:00:00,5459.0,5454.0,14097.5,2922.2,2717.5,6543.5,5263.2,2016-03-31 00:00:00,5577.7,5195.4,17085.5,4083.6,4651.3,7070.7,5449.0,2017-03-31 00:00:00,12129.4,12159.1,19233.6,4945.1,5794.7,6389.6,11880.7,2018-03-31 00:00:00,13560.1,13256.7,20875.9,5918.7,6835.8,6731.7,13497.9,2019-03-31 00:00:00,15506.2,15826.6,22339.5,6482.1,8739.1,5957.3,15383.8,2020-03-31,15262.8,14806.0,20518.4,5830.9,8444.5,4716.7,15153.2,2021-03-31,13122.2,12138.4,18323.5,4986.5,7421.7,4053.7,12162.7,2022-03-31,19597.6,18471.4,17897.9,5275.5,6350.8,3475.7,19577.1,2023-03-31 00:00:00,23105.7,22562.1,19827.6,7759.8,8429.4,2752.7,23081.1
147,Emkay Global Financial Services Ltd.,2013-03-31 00:00:00,808.5,887.5,2339.4,1424.1,1027.9,0.0,0.0,2014-03-31 00:00:00,701.3,753.4,2514.3,1629.3,1263.2,0.0,23.4,2015-03-31 00:00:00,1079.3,1238.7,2112.2,1248.3,1025.3,0.0,25.5,2016-03-31 00:00:00,956.5,858.4,2053.8,1229.9,898.4,0.0,63.3,2017-03-31 00:00:00,967.0,920.8,2560.2,1769.2,1353.8,0.0,35.8,2018-03-31 00:00:00,1330.6,1151.2,3024.2,2207.1,1660.9,0.0,0.0,2019-03-31 00:00:00,1315.9,1266.5,2813.2,0.0,1299.8,0.0,1.8,2020-03-31,1226.4,1352.2,3489.4,0.0,2094.1,0.0,0.0,2021-03-31,1487.1,1407.0,5319.1,0.0,3921.3,0.0,0.0,2022-03-31,1837.6,1704.4,7052.5,0.0,5257.7,0.0,0.0,2023-03-31 00:00:00,1994.8,1888.5,6692.0,0.0,4969.2,0.0,0.0
148,Emkay Taps & Cutting Tools Ltd.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-31 00:00:00,358.0,304.9,581.4,175.5,58.3,0.5,351.0,2015-03-31 00:00:00,481.4,385.6,669.0,222.2,65.1,1.5,447.9,2016-03-31 00:00:00,579.7,435.7,807.3,274.5,64.2,0.2,497.8,2017-03-31 00:00:00,565.9,455.1,972.6,295.5,91.6,18.2,531.3,2018-03-31 00:00:00,715.2,522.6,1178.7,298.3,117.3,6.9,644.7,2019-03-31 00:00:00,826.5,777.7,1280.9,441.7,180.0,0.1,765.1,2020-03-31,617.3,468.1,1366.3,368.0,134.6,0.0,600.5,2021-03-31,804.5,538.4,1590.4,408.7,121.9,0.0,668.9,2022-03-31,1016.0,682.4,2034.5,401.8,208.9,6.3,842.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Emmbi Industries Ltd.,2013-03-31 00:00:00,1475.3,1541.5,1272.3,760.8,571.2,84.5,1474.8,2014-03-31 00:00:00,1680.9,1714.4,1410.2,849.5,680.7,61.5,1680.3,2015-03-31 00:00:00,1935.0,1944.6,1565.3,972.7,767.3,70.7,1929.1,2016-03-31 00:00:00,2189.8,2111.7,1651.1,968.5,741.7,52.4,2176.7,2017-03-31 00:00:00,2419.2,2316.7,2000.9,1086.3,857.9,151.6,2409.9,2018-03-31 00:00:00,2822.9,2646.3,2484.1,1284.9,843.6,381.2,2789.9,2019-03-31 00:00:00,3173.9,3020.8,2726.3,1373.8,985.6,355.2,3148.5,2020-03-31,3367.2,3287.9,2985.5,1504.5,1085.9,359.0,3331.4,2021-03-31,3230.5,3233.5,3285.3,1693.6,1092.8,560.2,3198.4,2022-03-31,5152.8,5014.4,3546.6,1904.3,1275.4,500.9,5103.7,2023-03-31 00:00:00,4406.8,4388.9,3663.5,1909.0,1293.6,544.1,4353.3
150,Endurance Technologies Ltd.,2013-03-31 00:00:00,27397.1,26642.3,19100.4,5616.4,8810.6,2813.4,27171.6,2014-03-31 00:00:00,34569.6,33162.6,20054.5,5827.7,6523.0,2841.9,34351.3,2015-03-31 00:00:00,38724.3,37189.8,19863.2,6184.3,5996.2,1670.8,38520.8,2016-03-31 00:00:00,40775.6,38882.7,20723.5,6958.6,6248.8,780.8,40468.7,2017-03-31 00:00:00,42938.6,41155.8,23251.6,8974.8,7213.1,198.5,42801.5,2018-03-31 00:00:00,46434.3,43624.1,27416.4,11557.6,9253.8,49.6,46179.7,2019-03-31 00:00:00,54336.8,50832.0,29760.6,11024.2,8492.1,29.8,54174.5,2020-03-31,49747.5,45282.5,29957.0,9607.2,6280.3,42.9,49385.6,2021-03-31,48136.8,44659.1,34509.0,15465.5,6967.8,27.3,48001.1,2022-03-31,57545.5,54137.4,37541.0,16665.3,6938.5,19.7,57301.5,2023-03-31 00:00:00,68321.7,64656.4,41265.4,17267.7,7402.6,78.7,68039.6
151,Equitas Small Finance Bank Ltd.,2013-03-31 00:00:00,475.2,437.4,3655.6,1687.8,2074.5,43.1,0.0,2014-03-31 00:00:00,1316.9,1159.0,9147.1,3663.7,4203.8,1988.7,0.0,2015-03-31 00:00:00,2965.4,2623.1,20245.1,8907.6,6807.9,6811.5,0.0,2016-03-31 00:00:00,4793.5,3942.3,24140.9,0.0,654.5,0.0,0.0,2017-03-31 00:00:00,12518.4,11477.1,92582.3,0.0,5332.4,0.0,0.0,2018-03-31 00:00:00,17990.4,17672.1,133133.9,0.0,4850.3,0.0,0.0,2019-03-31 00:00:00,23949.5,21843.8,157647.5,0.0,5286.0,0.0,0.0,2020-03-31,29281.0,26844.6,193172.6,0.0,6471.2,0.0,0.0,2021-03-31,37120.9,33278.7,247130.5,0.0,7548.4,0.0,0.0,2022-03-31,39975.3,37168.0,269546.4,0.0,11342.5,0.0,0.0,2023-03-31 00:00:00,49296.9,43561.0,349681.7,0.0,14458.6,0.0,0.0
152,Eris Lifesciences Ltd.,2013-03-31 00:00:00,4502.2,4103.4,1650.5,1385.4,275.2,0.4,4488.1,2014-03-31 00:00:00,5590.9,4813.3,2493.4,1548.5,439.9,0.0,5575.9,2015-03-31 00:00:00,5572.0,4796.2,3330.4,1537.7,446.6,5.0,5474.0,2016-03-31 00:00:00,6328.6,5150.3,3980.1,2370.2,708.0,0.0,6024.9,2017-03-31 00:00:00,7391.7,4829.5,6644.3,2131.5,608.0,0.0,6891.2,2018-03-31 00:00:00,7888.4,4987.2,13965.5,3162.0,2102.2,2736.9,7330.4,2019-03-31 00:00:00,9290.4,6570.6,15294.5,5503.6,2912.1,0.0,8820.2,2020-03-31,10357.3,7269.9,15621.7,4521.9,1520.3,48.5,10048.4,2021-03-31,11188.4,7808.0,18643.9,4326.9,1535.2,33.0,10898.6,2022-03-31,12447.2,8250.4,22727.0,5877.0,1739.5,345.0,11950.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Esab India Ltd.,2012-12-31 00:00:00,5590.5,5274.4,3383.3,2208.6,881.1,0.0,5502.9,2013-12-31 00:00:00,4860.9,4477.3,3592.9,2378.9,792.2,0.0,4778.5,2015-03-31 00:00:00,6149.4,5835.6,3800.0,2680.4,781.8,0.0,6023.6,2016-03-31 00:00:00,5029.7,4777.5,3970.6,2712.1,684.7,0.0,4949.7,2017-03-31 00:00:00,5307.5,5057.0,4427.1,3181.6,868.9,0.0,5174.2,2018-03-31 00:00:00,5643.3,5328.9,4976.5,3931.3,1050.6,0.0,5520.9,2019-03-31 00:00:00,6988.4,6404.7,3902.8,2871.1,1129.6,0.0,6725.4,2020-03-31,7199.4,6525.3,4683.6,3639.3,1181.9,34.0,6956.8,2021-03-31,7002.7,6368.0,3976.4,2956.8,1265.7,19.3,6806.1,2022-03-31,9125.2,8407.8,4470.1,3420.1,1910.9,6.8,9078.4,2023-03-31 00:00:00,11121.8,9848.2,4839.2,3554.3,2077.5,34.7,11043.8
154,Escorts Kubota Ltd.,2014-03-31 00:00:00,65136.8,62847.3,35904.2,14644.5,14254.3,1443.0,64243.8,2014-03-31 00:00:00,65136.8,62847.3,35904.2,14644.5,14254.3,1443.0,64243.8,2015-03-31 00:00:00,42156.9,40589.1,34656.7,13625.2,14013.2,1058.1,40616.4,2016-03-31 00:00:00,36606.7,36026.2,34589.9,12741.6,13940.4,874.6,34402.5,2017-03-31 00:00:00,42829.5,41721.7,36853.4,15009.1,15000.0,562.5,41693.2,2018-03-31 00:00:00,50868.9,47629.1,44414.4,22012.0,17358.9,136.8,50184.1,2019-03-31 00:00:00,63100.7,60287.8,51001.9,27427.7,19173.0,1.5,61763.7,2020-03-31,58532.0,53688.7,54188.9,28939.1,17732.7,217.3,57251.8,2021-03-31,70838.5,60823.9,73133.6,46539.6,17151.2,476.2,68848.6,2022-03-31,73657.0,66684.6,94904.0,68600.3,14072.6,413.4,71571.6,2023-03-31 00:00:00,86255.1,81825.1,103819.7,48975.9,17167.8,449.1,83535.8
155,Ester Industries Ltd.,2013-03-31 00:00:00,9644.3,9654.2,6766.7,2645.0,2117.0,1596.0,9586.3,2014-03-31 00:00:00,10195.7,10150.2,7162.1,2806.3,2813.4,1241.5,10146.5,2015-03-31 00:00:00,9860.9,9785.1,7321.5,2935.8,2864.7,1248.1,9831.5,2016-03-31 00:00:00,8454.1,8515.4,7073.8,2750.0,2663.0,970.3,8406.0,2017-03-31 00:00:00,7758.0,7754.4,7143.8,2576.3,2817.3,667.6,7694.6,2018-03-31 00:00:00,8301.6,8123.5,7385.2,2967.6,3378.8,275.3,8244.9,2019-03-31 00:00:00,10337.8,10053.4,6970.3,2691.0,2340.3,610.5,10280.6,2020-03-31,10475.9,9383.9,7008.3,2892.6,1643.5,556.6,10387.0,2021-03-31,9997.5,8642.9,8704.0,3535.6,1843.5,993.9,9917.7,2022-03-31,14145.8,13096.2,11069.0,4794.8,2543.2,1582.8,14056.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Excel Industries Ltd.,2013-03-31 00:00:00,4253.6,4153.9,3375.0,1882.7,1666.9,105.0,4207.8,2014-03-31 00:00:00,4628.8,4465.2,3545.6,1733.7,1472.1,258.7,4568.1,2015-03-31 00:00:00,5431.1,5121.7,3898.4,1917.9,1539.4,181.6,5314.2,2016-03-31 00:00:00,4796.7,4497.8,4229.7,2107.5,1722.3,101.0,4769.8,2017-03-31 00:00:00,5145.8,4842.3,5726.7,1990.1,1385.7,91.5,4875.1,2018-03-31 00:00:00,6280.6,5606.2,6256.5,2020.5,1125.6,9.0,6075.4,2019-03-31 00:00:00,8293.7,6858.1,7877.7,3208.8,1177.7,0.6,8255.1,2020-03-31,7111.1,6253.9,8314.9,2692.6,1493.5,25.3,7030.5,2021-03-31,7593.9,6812.7,9630.3,3244.5,1611.0,21.8,7517.9,2022-03-31,11930.1,10518.4,12437.9,4772.4,2070.6,17.8,11795.1,2023-03-31 00:00:00,11041.0,10221.8,12338.4,4451.9,1264.0,17.8,10919.9
157,Exide Industries Ltd.,2013-03-31 00:00:00,69508.4,65505.0,45642.0,19840.5,10007.3,0.0,68678.5,2014-03-31 00:00:00,67957.9,64116.6,49750.2,22500.0,10963.2,0.0,67618.4,2015-03-31 00:00:00,76866.1,73841.6,54284.9,23301.1,11919.8,0.0,76639.1,2016-03-31 00:00:00,77882.8,69299.2,61770.7,28509.3,14658.6,0.0,77336.2,2017-03-31 00:00:00,86660.6,82375.0,68262.6,31583.8,16164.9,0.0,85537.4,2018-03-31 00:00:00,95276.3,91136.8,74663.0,32616.7,18233.4,0.0,94598.0,2019-03-31 00:00:00,107382.1,99310.1,82395.0,34775.8,19636.9,0.0,105883.1,2020-03-31,99206.0,93546.7,83235.2,33598.5,17646.0,273.9,98587.8,2021-03-31,105596.8,97569.6,97096.1,44141.8,23341.4,2792.9,104970.7,2022-03-31,177020.2,132113.8,134960.7,47474.2,24358.3,2732.3,129190.6,2023-03-31 00:00:00,154930.6,148931.9,141591.5,50984.4,25125.9,2708.1,153632.3
158,Expleo Solutions Ltd.,2013-03-31 00:00:00,1600.7,1437.7,1201.1,824.8,294.8,114.3,1578.3,2014-03-31 00:00:00,2030.8,1776.4,1312.6,958.5,269.9,96.3,1944.4,2015-03-31 00:00:00,2158.6,1973.8,1439.2,1125.6,515.7,73.2,2141.6,2016-03-31 00:00:00,2692.5,2373.9,1570.4,1242.7,697.5,0.0,2641.6,2017-03-31 00:00:00,2609.3,2385.4,1462.0,1090.8,420.7,0.0,2599.5,2018-03-31 00:00:00,2845.0,2564.9,1541.9,1220.5,525.5,0.0,2764.4,2019-03-31 00:00:00,2883.2,2568.8,1589.8,1249.1,510.9,0.0,2862.1,2020-03-31,2761.7,2412.2,1838.5,1430.6,606.2,65.4,2702.1,2021-03-31,3058.3,2605.7,2285.5,1860.0,613.8,50.9,3008.9,2022-03-31,7501.6,6865.6,5451.5,3942.2,1685.6,110.2,7454.1,2023-03-31 00:00:00,9173.8,7941.2,6409.2,4626.4,1303.1,222.8,9057.6
159,F D C Ltd.,2013-03-31 00:00:00,8278.7,6620.7,9689.7,4122.6,1537.5,12.4,7802.7,2014-03-31 00:00:00,8952.9,7639.9,10684.4,4503.5,1927.7,10.7,8537.6,2015-03-31 00:00:00,9415.6,8037.5,11435.9,4983.5,1859.2,9.0,8967.8,2016-03-31 00:00:00,10499.1,8875.0,12660.8,5206.7,1627.5,7.9,10099.3,2017-03-31 00:00:00,10976.2,9128.8,18770.8,9144.7,3887.8,7.0,10460.3,2018-03-31 00:00:00,11214.6,9559.5,19596.6,9781.2,4774.1,6.0,10702.1,2019-03-31 00:00:00,11306.6,9810.5,21726.7,10527.1,5004.6,4.9,10758.7,2020-03-31,14137.5,11623.6,24315.5,12470.1,5683.1,96.3,13310.9,2021-03-31,14226.1,11536.2,26668.9,13564.4,6341.3,70.0,13254.5,2022-03-31,15977.1,14433.4,30580.2,14297.6,7117.8,247.3,15189.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Federal Bank Ltd.,2013-03-31 00:00:00,68735.1,60353.4,713020.7,0.0,18664.3,0.0,0.0,2014-03-31 00:00:00,77240.3,68851.4,749704.7,0.0,19386.6,0.0,0.0,2015-03-31 00:00:00,84495.9,74438.4,831398.7,0.0,19396.1,0.0,0.0,2016-03-31 00:00:00,85566.8,80810.3,948379.2,0.0,22038.9,0.0,0.0,2017-03-31 00:00:00,97592.0,89284.1,1152089.1,0.0,24726.6,0.0,0.0,2018-03-31 00:00:00,109332.8,100544.3,1385331.5,0.0,25777.4,0.0,0.0,2019-03-31 00:00:00,127700.6,115261.7,1596531.8,0.0,32314.8,0.0,0.0,2020-03-31,151481.0,136053.2,1809321.8,0.0,34467.9,0.0,0.0,2021-03-31,157166.1,141263.1,2016967.3,0.0,35131.3,0.0,0.0,2022-03-31,158327.7,139429.5,2213065.4,0.0,50587.7,0.0,0.0,2023-03-31 00:00:00,191881.1,161775.2,2607912.4,0.0,61302.6,0.0,0.0
161,Federal-Mogul Goetze (India) Ltd.,2012-12-31 00:00:00,13137.1,13411.5,8995.4,3192.6,3853.1,0.0,13040.7,2013-12-31 00:00:00,12683.3,12682.9,9552.4,3509.7,3899.7,155.6,12575.8,2015-03-31 00:00:00,17045.3,17064.4,10744.8,4287.3,4629.3,72.2,16824.6,2016-03-31 00:00:00,15012.8,14519.8,10909.9,4723.6,4437.6,372.2,14777.5,2017-03-31 00:00:00,14134.6,13312.2,10378.2,4195.0,3506.2,233.3,13993.1,2018-03-31 00:00:00,13622.1,12707.6,10476.5,4311.2,3098.7,0.0,13487.1,2019-03-31 00:00:00,13474.7,12933.1,11137.1,4829.3,3014.6,0.0,13302.3,2020-03-31,10911.5,10398.6,10563.9,4428.7,2337.7,0.8,10771.9,2021-03-31,11136.5,10946.5,11995.2,5957.2,3275.8,89.3,10980.1,2022-03-31,13453.0,12849.0,12235.2,6237.2,3543.9,83.1,13341.2,2023-03-31 00:00:00,16444.8,15499.6,13685.2,7551.9,4047.1,76.1,16203.2
162,Fiem Industries Ltd.,2013-03-31 00:00:00,6677.7,6403.6,4336.4,1305.6,1617.8,761.8,6638.2,2014-03-31 00:00:00,7931.3,7494.0,4558.6,1360.1,1712.3,579.6,7921.4,2015-03-31 00:00:00,9064.6,8674.7,5029.5,1543.5,1931.0,514.7,9051.8,2016-03-31 00:00:00,10928.8,10423.8,6630.5,2105.6,2567.0,908.6,10894.0,2017-03-31 00:00:00,11409.0,11285.2,8796.3,3542.4,3031.2,1194.7,11301.2,2018-03-31 00:00:00,12836.4,12539.6,9439.1,3493.7,3509.7,865.1,12709.6,2019-03-31 00:00:00,14450.1,13944.5,9691.1,3358.9,3359.4,929.6,14435.8,2020-03-31,13793.1,12764.2,9511.7,3042.1,2911.8,831.9,13760.2,2021-03-31,12250.9,11654.8,9449.5,3386.3,2792.6,464.0,12182.7,2022-03-31,15748.8,14781.3,10763.2,5416.9,3546.9,313.5,15694.9,2023-03-31 00:00:00,18587.9,17152.7,10863.7,5525.9,2575.5,231.1,18447.7
163,Filatex India Ltd.,2013-03-31 00:00:00,13822.6,13993.7,7622.6,3365.6,3924.3,1838.0,13747.9,2014-03-31 00:00:00,19705.4,19627.4,8032.7,3701.6,3240.2,2832.1,19568.1,2015-03-31 00:00:00,17405.5,17383.8,7438.2,3070.8,3013.0,2191.3,17306.0,2016-03-31 00:00:00,14365.0,14090.1,9154.7,3553.4,3306.7,3075.7,14188.0,2017-03-31 00:00:00,17228.0,17276.4,10860.3,3975.7,3522.6,3363.5,17092.7,2018-03-31 00:00:00,19856.2,19393.5,15257.5,4795.3,4413.8,5415.9,19744.5,2019-03-31 00:00:00,29073.6,28089.6,15085.8,4017.2,3728.9,4767.7,28931.1,2020-03-31,28140.1,27341.4,17194.8,4088.0,3439.3,6146.7,28013.1,2021-03-31,22641.9,21224.7,18789.6,5324.9,3986.0,5378.6,22460.3,2022-03-31,38606.3,35950.4,20312.8,7199.9,4530.0,3052.0,38337.6,2023-03-31 00:00:00,43357.4,42276.5,21285.2,7425.9,5829.4,2497.3,43176.0
164,Fine Organic Inds. Ltd.,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-03-31 00:00:00,5877.6,5241.3,3413.2,1930.5,902.5,871.1,5807.5,2015-03-31 00:00:00,6468.0,5926.5,3777.8,2113.9,1261.1,553.1,6458.9,2016-03-31 00:00:00,6826.1,6112.8,4048.5,2369.6,1127.0,469.7,6744.4,2017-03-31 00:00:00,8188.5,7436.8,4574.7,2850.2,1215.2,0.0,8144.4,2018-03-31 00:00:00,8840.3,7746.2,5450.8,3387.8,1355.4,0.0,8676.5,2019-03-31 00:00:00,10643.9,9289.0,7131.0,4303.1,1048.8,928.2,10470.1,2020-03-31,10470.4,9101.7,8645.7,5216.3,1341.6,914.6,10265.1,2021-03-31,11385.6,10128.2,9585.7,6155.5,1575.0,567.4,11215.2,2022-03-31,18916.6,16667.8,12305.5,8689.2,2443.7,250.9,18586.4,2023-03-31 00:00:00,30934.5,25600.4,17763.9,13738.5,2514.8,8.2,30293.5
165,Fineotex Chemical Ltd.,2013-03-31 00:00:00,475.6,424.4,693.3,463.8,109.7,33.1,449.8,2014-03-31 00:00:00,627.6,578.3,765.5,516.0,152.1,7.3,589.2,2015-03-31 00:00:00,761.6,644.5,852.8,264.2,140.4,0.0,713.5,2016-03-31 00:00:00,794.8,645.3,974.9,291.8,132.9,0.0,749.9,2017-03-31 00:00:00,921.6,710.8,1163.0,310.8,130.0,0.0,821.2,2018-03-31 00:00:00,994.2,791.1,1402.9,476.1,177.0,2.2,920.1,2019-03-31 00:00:00,1143.7,977.8,1599.1,702.5,201.4,1.0,1126.4,2020-03-31,1323.6,1224.5,1722.3,768.1,232.7,0.0,1288.5,2021-03-31,1450.1,1104.9,2134.5,1093.4,303.4,0.0,1294.8,2022-03-31,2562.2,2138.4,2710.6,1683.8,468.8,0.0,2500.8,2023-03-31 00:00:00,3062.0,2561.1,3231.1,1556.9,501.4,0.0,2955.5
166,Finolex Cables Ltd.,2013-03-31 00:00:00,24477.0,23321.1,14109.9,7060.7,2448.5,1451.5,24235.3,2014-03-31 00:00:00,25688.7,23827.2,15723.7,8038.9,3028.7,1266.9,25099.5,2015-03-31 00:00:00,26558.1,24050.9,16421.6,9169.3,2851.4,512.1,25747.9,2016-03-31 00:00:00,26479.4,24121.7,19213.8,11856.3,2703.7,257.5,25747.3,2017-03-31 00:00:00,27832.9,25857.4,21961.4,12587.2,2766.9,8.3,26707.5,2018-03-31 00:00:00,30171.1,26908.2,24944.6,15151.3,2449.5,5.5,28842.3,2019-03-31 00:00:00,32225.0,29514.4,27879.2,17019.5,2711.2,3.8,30777.9,2020-03-31,30507.8,26482.7,30364.5,20849.2,2546.7,55.7,28773.0,2021-03-31,28451.0,27169.2,32793.8,23607.8,2681.4,44.9,27681.1,2022-03-31,39199.5,34365.1,36581.4,28401.6,3365.5,66.2,37681.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Finolex Industries Ltd.,2013-03-31 00:00:00,24722.9,23624.3,20038.5,9230.7,10320.1,1397.1,24334.2,2014-03-31 00:00:00,28303.3,27230.9,19406.8,8189.4,7994.3,2322.1,27866.5,2015-03-31 00:00:00,28473.4,27457.1,18651.2,7975.6,7682.6,1836.6,28271.0,2016-03-31 00:00:00,29072.6,26194.7,23759.0,7671.8,5869.8,0.0,28431.2,2017-03-31 00:00:00,30128.9,27196.2,29914.8,7294.1,4595.9,0.0,29720.2,2018-03-31 00:00:00,28676.3,26213.5,35141.3,8250.0,4960.4,0.0,28159.6,2019-03-31 00:00:00,31328.9,28544.2,33047.9,10513.9,5143.9,0.0,30835.9,2020-03-31,30180.8,28027.6,28386.8,12242.9,6913.8,0.0,29761.2,2021-03-31,35369.5,28304.1,42310.5,19888.5,9361.6,0.0,34513.1,2022-03-31,51065.4,40204.7,52865.5,30459.6,11988.5,0.0,46348.8,2023-03-31 00:00:00,45358.0,41496.5,62082.8,28923.7,11359.9,122.1,43825.6
168,Firstsource Solutions Ltd.,2013-03-31 00:00:00,10554.7,9380.8,16206.5,1612.3,2658.3,1127.7,9106.4,2014-03-31 00:00:00,9877.2,8532.5,17691.6,2846.0,2608.7,1217.7,9541.7,2015-03-31 00:00:00,9373.7,7736.2,19629.6,4713.8,2054.7,1218.1,9141.4,2016-03-31 00:00:00,9005.4,7493.2,20564.9,5204.2,1562.5,1159.5,8748.8,2017-03-31 00:00:00,9571.7,7687.1,23027.9,7170.9,1915.8,676.6,9400.7,2018-03-31 00:00:00,8756.8,6837.6,22490.9,6691.7,853.6,78.6,8612.7,2019-03-31 00:00:00,8314.6,6324.4,23797.6,7152.7,822.3,34.9,7681.0,2020-03-31,9707.1,7886.9,23714.2,5054.7,1204.7,1713.7,9399.1,2021-03-31,13577.3,9910.8,26313.6,7032.4,2507.7,1953.2,13247.4,2022-03-31,16249.7,12373.8,27539.3,8065.6,2105.0,2041.1,15920.1,2023-03-31 00:00:00,14123.2,11639.8,26197.2,7816.8,1819.0,1165.3,13757.0
169,Fortis Healthcare Ltd.,2013-03-31 00:00:00,5435.3,5262.8,44924.0,11791.2,5602.7,6974.3,3393.8,2014-03-31 00:00:00,5985.5,5745.6,51582.6,21805.5,1651.4,12516.6,3570.0,2015-03-31 00:00:00,8333.8,8672.9,51554.2,17734.4,8664.8,5973.4,5987.7,2016-03-31 00:00:00,7962.9,8365.0,51246.7,6128.7,6650.2,6541.8,6100.8,2017-03-31 00:00:00,8143.1,8890.1,52142.0,3787.9,7369.7,1831.1,6432.6,2018-03-31 00:00:00,8063.4,8700.6,51205.8,4892.8,6359.4,2316.1,6589.1,2019-03-31 00:00:00,11809.9,10579.1,102852.6,4711.4,15065.1,3466.0,6533.7,2020-03-31,16401.9,11268.6,110808.9,4169.0,5266.9,12190.3,6980.9,2021-03-31,8882.6,8840.6,110847.1,4471.5,5342.2,12121.2,6303.1,2022-03-31,9966.9,10099.4,109134.5,4744.5,5314.7,10754.3,8564.8,2023-03-31 00:00:00,12508.0,11545.6,108049.0,7518.1,8191.6,6248.6,10472.3
170,Foseco India Ltd.,2012-12-31 00:00:00,2757.7,2547.4,1424.4,978.6,420.9,80.4,2718.3,2013-12-31 00:00:00,2555.9,2389.9,1481.6,1065.1,503.5,58.1,2511.9,2014-12-31 00:00:00,2951.2,2699.9,1532.3,1178.1,490.5,35.8,2895.9,2015-12-31 00:00:00,3288.3,2975.0,1641.2,1254.2,519.5,18.5,3239.2,2016-12-31 00:00:00,3828.3,3498.5,1866.6,1511.0,605.0,6.5,3777.2,2017-12-31 00:00:00,3812.2,3499.2,2248.5,1948.0,779.1,0.0,3756.6,2018-12-31 00:00:00,3674.0,3351.5,2428.3,2086.4,843.7,0.0,3621.5,2019-12-31,3303.4,3007.1,2521.5,2096.1,799.1,0.0,3226.5,2020-12-31,2573.6,2366.2,2670.9,2228.6,838.4,0.0,2527.7,2021-12-31,3440.8,3135.3,2980.7,2579.4,887.6,0.0,3380.1,2022-12-31 00:00:00,4147.4,3695.5,3467.2,3080.6,1067.3,0.0,4067.4
